
 displacements (vx,vy,vz) for set NALL and time  0.5000000E-01

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2  0.000000E+00  0.000000E+00  0.000000E+00
         3 -1.174035E-09  2.380765E-02 -3.801836E-04
         4 -1.608052E-09  2.372649E-02 -3.834662E-03
         5  0.000000E+00  0.000000E+00  0.000000E+00
         6  0.000000E+00  0.000000E+00  0.000000E+00
         7  1.687491E-13  2.380764E-02 -3.801815E-04
         8  1.647380E-13  2.372646E-02 -3.834661E-03
         9  0.000000E+00  0.000000E+00  0.000000E+00
        10  2.292234E-10  6.061171E-03 -5.126159E-05
        11 -1.391038E-09  2.376702E-02 -2.107100E-03
        12  3.754160E-10  6.039531E-03 -1.824689E-03
        13  0.000000E+00  0.000000E+00  0.000000E+00
        14  0.000000E+00  0.000000E+00  0.000000E+00
        15 -5.870016E-10  2.380765E-02 -3.801825E-04
        16 -8.039804E-10  2.372648E-02 -3.834662E-03
        17  0.000000E+00  0.000000E+00  0.000000E+00
        18  4.252437E-14  6.061174E-03 -5.126216E-05
        19  1.667438E-13  2.376700E-02 -2.107099E-03
        20  4.061447E-14  6.039539E-03 -1.824689E-03
        21 -2.823190E-09  9.181811E-02 -2.772479E-03
        22 -3.618360E-09  9.152814E-02 -9.305362E-03
        23  6.652528E-13  9.181809E-02 -2.772474E-03
        24  6.571176E-13  9.152807E-02 -9.305359E-03
        25  9.447006E-10  5.260614E-02 -1.221801E-03
        26 -3.219639E-09  9.167311E-02 -6.038684E-03
        27  1.231937E-09  5.243397E-02 -6.261914E-03
        28 -1.411265E-09  9.181810E-02 -2.772477E-03
        29 -1.808978E-09  9.152810E-02 -9.305361E-03
        30  3.769999E-13  5.260615E-02 -1.221802E-03
        31  6.612010E-13  9.167307E-02 -6.038680E-03
        32  3.708992E-13  5.243400E-02 -6.261915E-03
        33 -4.886335E-09  1.989348E-01 -8.585417E-03
        34 -6.424637E-09  1.983548E-01 -1.781987E-02
        35  1.473474E-12  1.989348E-01 -8.585411E-03
        36  1.461491E-12  1.983547E-01 -1.781987E-02
        37  1.880338E-09  1.408070E-01 -5.187071E-03
        38 -5.658288E-09  1.986448E-01 -1.320239E-02
        39  2.386503E-09  1.403804E-01 -1.311713E-02
        40 -2.442401E-09  1.989348E-01 -8.585414E-03
        41 -3.211446E-09  1.983547E-01 -1.781987E-02
        42  1.031654E-12  1.408070E-01 -5.187073E-03
        43  1.467475E-12  1.986447E-01 -1.320238E-02
        44  1.021604E-12  1.403804E-01 -1.311713E-02
        45 -7.310593E-09  3.400698E-01 -1.863915E-02
        46 -1.051294E-08  3.391589E-01 -3.020026E-02
        47  2.570098E-12  3.400698E-01 -1.863915E-02
        48  2.554899E-12  3.391588E-01 -3.020025E-02
        49  3.010706E-09  2.655670E-01 -1.305163E-02
        50 -8.899195E-09  3.396144E-01 -2.441946E-02
        51  4.039790E-09  2.648255E-01 -2.349557E-02
        52 -3.653969E-09  3.400698E-01 -1.863915E-02
        53 -5.256209E-09  3.391589E-01 -3.020025E-02
        54  1.987627E-12  2.655670E-01 -1.305163E-02
        55  2.562589E-12  3.396143E-01 -2.441945E-02
        56  1.973942E-12  2.648256E-01 -2.349557E-02
        57 -1.003156E-08  5.101770E-01 -3.324458E-02
        58 -1.629786E-08  5.089292E-01 -4.676157E-02
        59  3.918776E-12  5.101769E-01 -3.324457E-02
        60  3.900555E-12  5.089290E-01 -4.676155E-02
        61  4.308250E-09  4.218152E-01 -2.537107E-02
        62 -1.320897E-08  5.095531E-01 -4.000283E-02
        63  6.476859E-09  4.207360E-01 -3.795594E-02
        64 -5.013667E-09  5.101770E-01 -3.324458E-02
        65 -8.143897E-09  5.089291E-01 -4.676156E-02
        66  3.216067E-12  4.218152E-01 -2.537107E-02
        67  3.909676E-12  5.095530E-01 -4.000281E-02
        68  3.198865E-12  4.207361E-01 -3.795595E-02
        69 -1.294618E-08  7.042740E-01 -5.228233E-02
        70 -2.483931E-08  7.027123E-01 -6.738958E-02
        71  5.469393E-12  7.042740E-01 -5.228232E-02
        72  5.447174E-12  7.027120E-01 -6.738956E-02
        73  5.736342E-09  6.045356E-01 -4.223138E-02
        74 -1.872359E-08  7.034932E-01 -5.983571E-02
        75  9.828130E-09  6.031279E-01 -5.658900E-02
        76 -6.470440E-09  7.042740E-01 -5.228232E-02
        77 -1.242931E-08  7.027121E-01 -6.738957E-02
        78  4.672822E-12  6.045357E-01 -4.223138E-02
        79  5.458410E-12  7.034930E-01 -5.983569E-02
        80  4.653183E-12  6.031280E-01 -5.658901E-02
        81 -1.590900E-08  9.174505E-01 -7.527996E-02
        82 -3.530742E-08  9.156209E-01 -9.161718E-02
        83  7.161920E-12  9.174504E-01 -7.527995E-02
        84  7.138360E-12  9.156206E-01 -9.161715E-02
        85  7.227055E-09  8.087817E-01 -6.332714E-02
        86 -2.623611E-08  9.165357E-01 -8.344833E-02
        87  1.501835E-08  8.070805E-01 -7.909466E-02
        88 -7.950090E-09  9.174504E-01 -7.527996E-02
